Ticker,Company Name,Exchange,Market Cap ($M),Cash ($M),Qtrly Burn ($M),52W High ($),52W Low ($),Share Price ($),Shares Out (M),Country,Website,Description,Is_ADR,Therapy Area,Sub_Indication,Modality,Lead_Asset,Dev_Stage,Next_Catalyst,Catalyst_Type,Partners,Trial_Count
QURE,uniQure N.V.,NASDAQ,971.1,622.5,47.0,71.5,7.76,15.53,62.5,Netherlands,https://www.uniqure.com,"uniQure N.V. develops treatments for patients suffering from rare and other devastating diseases in the United States. The company offers HEMGENIX that allows people living with hemophilia B to produce factor IX, which can lower the risk of bleeding. Its lead product candidate is AMT-130, a gene the",True,Other,Acute Intermittent Porphyria,Gene Therapy / Gene Editing,rAAV2/5-PBGD vector dosage 1,Phase 1,,,,2
RAPT,RAPT Therapeutics Inc,NGM,1680.3,157.3,11.9,58.02,5.67,58.02,29.0,United States,https://www.rapt.com,"RAPT Therapeutics, Inc. operates as a clinical-stage immunology-based biopharmaceutical company that focuses on the discovery, development, and commercialization of oral small molecule therapies for patients with unmet needs in oncology and inflammatory diseases in the United States. The company's l",False,Oncology,Advanced Cancer,Small Molecule,FLX475,Phase 2,,,,4
RARE,Ultragenyx Pharmaceutical Inc.,NASDAQ,2062.1,680.0,95.6,42.37,18.41,21.34,96.6,United States,https://www.ultragenyx.com,"Ultragenyx Pharmaceutical Inc., a biopharmaceutical company, focuses on the identification, acquisition, development, and commercialization of novel products for the treatment of rare and ultra-rare genetic diseases in North America, Latin America, Europe, the Middle East, Africa, and the Asia-Pacif",False,Other,Glycogen Storage Disease Type IA,Gene Therapy / Gene Editing,DTX401,Phase 3,,,,50
RCKT,"Rocket Pharmaceuticals, Inc.",NGM,513.5,188.9,42.6,8.89,2.19,4.73,108.6,United States,https://www.rocketpharma.com,"Rocket Pharmaceuticals, Inc., together with its subsidiaries, operates as a late-stage biotechnology company that focuses on developing, manufacturing, and selling of genetic therapies for rare and devastating diseases in the United States. It develops in vivo adeno-associated viral (AAV) programs, ",False,Other,Danon Disease,Gene Therapy / Gene Editing,RP-A501,Phase 2,,,,11
RCUS,"Arcus Biosciences, Inc.",NYSE,2753.9,981.0,108.5,26.4,6.5,21.97,125.3,United States,https://arcusbio.com,"Arcus Biosciences, Inc., a clinical-stage biopharmaceutical company, develops and commercializes cancer therapies in the United States. The company's development product portfolio includes Casdatifan, a HIF-2a inhibitor for the treatment of kidney cancer; Domvanalimab, an anti-TIGIT antibody, which ",False,Oncology,Non-small Cell Lung Cancer,Small Molecule,Zimberelimab,Phase 3,,,,45
RDVT,"Red Violet, Inc.",NASDAQ,536.6,43.6,0.0,64.14,32.23,38.09,14.1,United States,https://www.redviolet.com,"Red Violet, Inc., an analytics and information solutions company, specializes in proprietary technologies and applying analytical capabilities to deliver identity intelligence in the United States. It offers idiCORE, an investigative solution used to address various organizational challenges, which ",False,,,,,,,,,0
REGN,"Regeneron Pharmaceuticals, Inc.",NASDAQ,78842.7,8605.2,0.0,821.11,476.49,745.77,103.9,United States,https://www.regeneron.com,"Regeneron Pharmaceuticals, Inc. discovers, invents, develops, manufactures, and commercializes medicines to treat various diseases worldwide. The company develops product candidates to treat eye, allergic and inflammatory, cardiovascular, metabolic, neurological, infectious, and rare diseases; and c",False,Oncology,Colorectal Neoplasms; Neoplasm Metastasis,Small Molecule,Placebo,Phase 3,,,,12
RGNX,REGENXBIO Inc.,NASDAQ,442.3,230.1,54.1,16.19,5.04,8.57,51.6,United States,https://www.regenxbio.com,"REGENXBIO Inc., a clinical-stage biotechnology company, provides gene therapies that deliver functional genes to cells with genetic defects in the United States. Its gene therapy product candidates are based on NAV Technology Platform, a proprietary adeno-associated virus gene delivery platform. The",False,Other,AMD; nAMD; Wet Age-related Macular Degeneration,Gene Therapy / Gene Editing,ABBV-RGX-314,Phase 3,,,,14
RIGL,"Rigel Pharmaceuticals, Inc.",NASDAQ,479.4,155.0,0.0,52.24,15.5,25.95,18.5,United States,https://www.rigel.com,"Rigel Pharmaceuticals, Inc., a biotechnology company, develops and provides therapies that enhance the lives of patients with hematologic disorders and cancer in the United States. The company offers TAVALISSE, an oral spleen tyrosine kinase inhibitor for the treatment of adult patients with chronic",False,Other,Mutant IDH1 Inhibitor Olutasidenib,Small Molecule,Olutasidenib,Phase 2,,,,1
RLAY,"Relay Therapeutics, Inc.",NGM,1851.6,554.5,53.5,11.49,1.77,10.36,178.7,United States,https://www.relaytx.com,"Relay Therapeutics, Inc. operates as a clinical-stage precision medicines company. It transforms the drug discovery process with a focus on enhancing small molecule therapeutic discovery in targeted oncology and genetic disease indications. The company's lead product candidates include RLY-2608, a p",False,Oncology,PIK3CA Mutation; HER2- Negative Breast Cancer; Hormone Recep,Small Molecule,RLY-2608,Phase 3,,,,5
RLMD,"Relmada Therapeutics, Inc.",NASDAQ,433.4,13.9,6.6,7.51,0.24,5.91,73.3,United States,https://www.relmada.com,"Relmada Therapeutics, Inc. operates as a clinical-stage biotechnology company in the United States. The company focuses on the development of NDV-01, a controlled-release intravesical formulation of gemcitabine and docetaxel, which is in Phase 2 clinical trial for patients with aggressive forms of n",False,Other,Major Depressive Disorder,Small Molecule,REL-1017,Phase 3,,,,7
RMTI,"Rockwell Medical, Inc.",NASDAQ,35.3,23.7,0.5,2.1,0.78,0.9,39.4,United States,https://www.rockwellmed.com,"Rockwell Medical, Inc., together with its subsidiaries, develops, manufactures, commercializes, and distributes various hemodialysis products for dialysis providers worldwide. The company offers citrapure citric acid concentrate, dri-sate dry acid concentrate, renalpure liquid acid concentrate, dri-",False,Other,Renal Failure Chronic Requiring Hemodialysis,Small Molecule,Soluble Ferric Pyrophosphate (SFP),Phase 3,,,,16
RPRX,Royalty Pharma plc,NASDAQ,26404.4,637.5,0.0,47.86,29.66,45.65,428.4,United States,https://www.royaltypharma.com,Royalty Pharma plc operates as a buyer of biopharmaceutical royalties and a funder of innovation in the biopharmaceutical industry in the United States. Its portfolio consists of royalties on approximately 35 marketed therapies and 20 development-stage product candidates that address various therape,False,,,,,,,,,0
RVMD,"Revolution Medicines, Inc.",NASDAQ,18798.7,2025.7,240.8,124.49,29.17,94.86,198.2,United States,https://www.revmed.com,"Revolution Medicines, Inc., a clinical-stage precision oncology company, develops novel targeted therapies for RAS-addicted cancers. The company's research and development pipeline consist of RAS(ON) inhibitors that binds RAS variants to be used as monotherapy in combination with other RAS(ON) inhib",False,Oncology,Pancreatic Cancer; PDAC; PDAC - Pancreatic Ductal Adenocarci,Small Molecule,daraxonrasib,Phase 3,,,,16
RXRX,"Recursion Pharmaceuticals, Inc.",NASDAQ,1806.5,743.3,81.7,7.18,2.98,3.42,522.0,United States,https://www.recursion.com,"Recursion Pharmaceuticals, Inc., a clinical-stage biotechnology company, engages in the decoding biology and chemistry by integrating technological innovations across biology, chemistry, automation, data science, and engineering to industrialize drug discovery in the United States and the United Kin",False,Oncology,Unresectable; Locally Advanced; Metastatic Cancers,Small Molecule,REC-1245,Phase 2,,,,5
RYTM,"Rhythm Pharmaceuticals, Inc.",NGM,5966.7,388.9,26.0,122.2,45.91,87.38,68.3,United States,https://rhythmtx.com,"Rhythm Pharmaceuticals, Inc., a commercial-stage biopharmaceutical company, focuses on the rare neuroendocrine diseases in the United States and internationally. The company's lead product candidate is IMCIVREE (setmelanotide), a rare melanocortin-4 receptor for the treatment of pro-opiomelanocortin",False,Cardiometabolic,Leptin Receptor Deficiency Obesity,Small Molecule,Setmelanotide,Phase 3,,,,31
RZLT,"Rezolute, Inc.",NASDAQ,248.3,132.9,18.9,11.46,1.07,2.6,95.7,United States,https://www.rezolutebio.com,"Rezolute, Inc., a late-stage rare disease company, focused on improving outcomes for individuals with hypoglycemia caused by hyperinsulinism in the United States. Its lead clinical asset is ersodetug, an intravenously administered human monoclonal antibody that is in Phase 3 clinical trial for the t",False,,,,,,,,,0
SABS,"SAB Biotherapeutics, Inc.",NASDAQ,197.6,96.6,10.1,6.6,1.0,4.15,47.6,United States,https://www.sab.bio,"SAB Biotherapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the development of human polyclonal immunotherapeutic antibodies to address immune system disorders and infectious diseases in the United States. Its lead product candidate is SAB-142, a potentially disease-modifying a",False,Infectious Disease,Coronavirus; Covid19,Monoclonal Ab (mAb),bamlanivimab 7000mg,Phase 3,,,,7
SANA,"Sana Biotechnology, Inc.",NASDAQ,896.7,138.4,31.0,6.55,1.26,3.36,266.9,United States,https://www.sana.com,"Sana Biotechnology, Inc., a biotechnology company, focuses on utilizing engineered cells as medicines in the United States. It develops ex vivo and in vivo cell engineering platforms for various therapeutic areas with unmet treatment needs, including type 1 diabetes, B cell mediated autoimmune disea",False,CNS,Leukodystrophy; White Matter Disease; Leukoencephalopathies,,,Preclinical,,,,1
SEER,"Seer, Inc.",NASDAQ,102.1,185.9,9.2,2.41,1.62,1.81,56.4,United States,https://seer.bio,"Seer, Inc., a life sciences company, develops and commercializes products to decode the biology of the proteome to improve human health in the United States, China, Australia, Europe, Israel, Japan, and South Africa. The company offers Proteograph Product Suite, an integrated solution, which include",False,,,,,,,,,0
SGMO,"Sangamo Therapeutics, Inc.",NASDAQ,140.6,29.6,23.3,1.04,0.35,0.38,371.7,United States,https://www.sangamo.com,"Sangamo Therapeutics, Inc., a clinical-stage genomic medicine company, focuses on translating science into medicines that transform the lives of patients and families afflicted with serious diseases in the United States. The company's clinical-stage product candidates are ST-920, a gene therapy prod",False,,,,,,,,,0
SLDB,Solid Biosciences Inc.,NASDAQ,569.5,236.1,35.4,8.72,2.41,7.31,77.9,United States,https://www.solidbio.com,"Solid Biosciences Inc. develops therapies for neuromuscular and cardiac diseases in the United States. The company's lead product candidate is SGT-003, which is in phase 1/2 for the treatment of Duchenne muscular dystrophy. It also develops SGT-212 for the treatment of Friedreich's ataxia that is in",False,Rare Disease,Duchenne Muscular Dystrophy,Small Molecule,SGT-003,Phase 3,,,,7
SLS,"SELLAS Life Sciences Group, Inc.",NASDAQ,914.4,44.3,7.2,6.14,0.95,5.37,170.3,United States,https://www.sellaslifesciences.com,"SELLAS Life Sciences Group, Inc., a late-stage clinical biopharmaceutical company, focuses on the development of novel therapeutics for various cancer indications in the United States. The company's lead product candidate is galinpepimut-S (GPS), a peptide immunotherapy directed against the Wilms tu",False,Oncology,Breast Cancer,Monoclonal Ab (mAb),NeuVax vaccine,Phase 2,,,,2
SMMT,Summit Therapeutics Inc.,NGM,12499.0,713.4,97.5,36.91,13.83,16.12,775.4,United States,https://www.smmttx.com,"Summit Therapeutics Inc., a biopharmaceutical company, focuses on discovery, development, and commercialization of patient, physician, caregiver, and societal friendly medicinal therapies. Its lead development candidate is ivonescimab, a bispecific antibody for immunotherapy through blockade of PD-1",False,Oncology,Advanced Solid Tumors; Metastatic Solid Tumors; Non-small Ce,Small Molecule,Daraxonrasib,Phase 2,,,,1
SRPT,"Sarepta Therapeutics, Inc.",NASDAQ,1721.8,939.6,51.4,103.32,10.42,16.4,105.0,United States,https://www.sarepta.com,"Sarepta Therapeutics, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery and development of RNA-targeted therapeutics, siRNA platform, gene therapy, and other genetic therapeutic modalities for the treatment of rare diseases. It offers EXONDYS 51 for the treatment of Duchen",False,Rare Disease,Duchenne Muscular Dystrophy,Gene Therapy / Gene Editing,delandistrogene moxeparvovec,Phase 3,,,,38
STOK,"Stoke Therapeutics, Inc.",NASDAQ,1895.7,248.3,27.9,40.22,5.35,33.19,57.1,United States,https://www.stoketherapeutics.com,"Stoke Therapeutics, Inc., an early-stage biopharmaceutical company, engages in the development of treatments for severe genetic diseases by upregulating protein expression. The company utilizes its proprietary Targeted Augmentation of Nuclear Gene Output (TANGO) approach in developing antisense olig",False,Other,Dravet Syndrome,Small Molecule,zorevunersen,Phase 3,,,,3
STRO,"Sutro Biopharma, Inc.",NGM,378.2,167.6,41.5,26.54,5.2,23.08,16.4,United States,https://www.sutrobio.com,"Sutro Biopharma, Inc. operates as a oncology company. The company develops site-specific and novel-format antibody drug conjugates (ADCs) that enables its proprietary integrated cell-free protein synthesis platform, XpressCF; and site-specific conjugation platform, XpressCF+. Its lead product candid",False,Oncology,Neoplasm Malignant,Monoclonal Ab (mAb),STRO-002,Phase 2,,,,4
STVN,Stevanato Group S.p.A.,NYSE,4092.3,132.4,0.0,28.0,13.91,14.99,49.7,Italy,https://www.stevanatogroup.com,"Stevanato Group S.p.A. engages in the design, production, and distribution of products and processes to provide solutions for biopharma and healthcare industries in Europe, the Middle East, Africa, North America, South America, and the Asia Pacific. It operates through two segments, Biopharmaceutica",True,,,,,,,,,0
SVRA,Savara Inc.,NASDAQ,1068.2,235.7,24.4,7.0,1.89,5.25,203.5,United States,https://www.savarapharma.com,"Savara Inc., a clinical stage biopharmaceutical company, focuses on rare respiratory diseases in the United States. The company's lead product candidate is molgramostim, an inhaled granulocyte-macrophage colony-stimulating factor, which is in Phase 3 development stage for the treatment of autoimmune",False,Immunology,Autoimmune Pulmonary Alveolar Proteinosis,Small Molecule,Molgramostim,Phase 3,,,,10
TARA,"Protara Therapeutics, Inc.",NGM,281.9,155.6,12.4,7.82,2.77,5.26,53.6,United States,https://www.protaratx.com,"Protara Therapeutics, Inc., a clinical-stage biopharmaceutical company, engages in advancing transformative therapies for the treatment of cancer and rare diseases. The company's lead program is TARA-002, an investigational cell therapy, which is in Phase II clinical trial for the treatment of non-m",False,,,,,,,,,0
TARS,"Tarsus Pharmaceuticals, Inc.",NASDAQ,2892.2,417.3,3.1,85.25,38.51,67.96,42.6,United States,https://tarsusrx.com,"Tarsus Pharmaceuticals, Inc., a commercial stage biopharmaceutical company, focuses on the development and commercialization of therapeutic candidates for eye care in the United States. The company offers XDEMVY, a lotilaner ophthalmic solution for the treatment of demodex blepharitis caused by the ",False,Other,Blepharitis,Small Molecule,TP-03,Phase 3,,,,11
TBPH,"Theravance Biopharma, Inc.",NGM,698.3,329.7,0.0,21.03,7.9,13.78,50.7,United States,https://www.theravance.com,"Theravance Biopharma, Inc., a biopharmaceutical company, develops and commercializes medicines in the United States. It offers YUPELRI, a once-daily, nebulized long-acting muscarinic antagonist for the treatment of chronic obstructive pulmonary disease (COPD). Its late-stage investigational once-dai",False,Other,Chronic Obstructive Pulmonary Disease (COPD),Small Molecule,Revefenacin,Phase 3,,,,15
TCRX,"TScan Therapeutics, Inc.",NGM,59.7,152.4,32.2,2.57,0.88,1.05,52.6,United States,https://www.tscan.com,"TScan Therapeutics, Inc., a clinical-stage biotechnology company, develops T cell receptor-engineered T cell (TCR-T) therapies for the treatment of patients with cancer in the United States. The company's lead product is TSC-101, for the treatment of patients with acute myeloid leukemia (AML), myelo",False,Oncology,Head and Neck Cancer; Cervical Cancer; Non-small Cell Carcin,Monoclonal Ab (mAb),TSC-204-A0201,Phase 1,,,,6
TGTX,"TG Therapeutics, Inc.",NASDAQ,4464.9,142.0,1.7,46.48,25.28,27.96,159.7,United States,https://www.tgtherapeutics.com,"TG Therapeutics, Inc., a commercial stage biopharmaceutical company, focuses on the acquisition, development, and commercialization of novel treatments for B-cell mediated diseases in the United States and internationally. The company provides BRIUMVI, an anti-CD20 monoclonal antibody for the treatm",False,Oncology,Chronic Lymphocytic Leukemia,Small Molecule,Ublituximab,Phase 3,,,,26
TNYA,"Tenaya Therapeutics, Inc.",NASDAQ,184.5,100.5,15.6,2.35,0.36,0.85,216.5,United States,https://www.tenayatherapeutics.com,"Tenaya Therapeutics, Inc., a clinical-stage biotechnology company, discovers, develops, and delivers therapies for heart disease in the United States. Its lead product candidate includes TN-201, a gene therapy for myosin binding protein C3-associated hypertrophic cardiomyopathy that is in Phase 1b/2",False,,,,,,,,,0
TPST,"Tempest Therapeutics, Inc.",NASDAQ,30.5,7.5,7.6,12.23,2.12,2.26,13.5,United States,https://www.tempesttx.com,"Tempest Therapeutics, Inc., a clinical-stage biotechnology company, develops small molecule therapeutics to treat cancer. Its clinical-stage lead product candidates include Amezalpat, an oral small molecule selective antagonist of peroxisome proliferator-activated receptor alpha for the treatment of",False,Oncology,Advanced Liver Cancers,Small Molecule,Atezolizumab,Phase 2,,,,1
TPVG,TriplePoint Venture Growth BDC Corp.,NYSE,205.6,20.4,41.4,7.53,5.03,5.09,40.4,United States,https://www.tpvg.com,"TriplePoint Venture Growth BDC Corp. is a business development company specializing investments in venture capital-backed companies at the growth stage investments. It also provides debt financing to venture growth space companies which includes growth capital loans, secured and customized loans, eq",False,,,,,,,,,0
TRDA,"Entrada Therapeutics, Inc.",NGM,485.8,295.7,30.3,13.65,4.93,12.69,38.3,United States,https://www.entradatx.com,"Entrada Therapeutics, Inc., is a clinical-stage biopharmaceutical company aiming to transform the lives of patients by establishing a new class of medicines that engage intracellular targets that have long been considered inaccessible. The Company's Endosomal Escape Vehicle, therapeutic candidates a",False,Rare Disease,Duchenne Muscular Dystrophy (DMD),Small Molecule,ENTR-601-44,Phase 2,,,,2
TRIN,Trinity Capital Inc.,NASDAQ,1199.4,19.1,174.3,17.2,12.5,14.42,83.2,United States,https://www.trinitycapital.com,"Trinity Capital Inc. is a business development company specializing in term loans, equipment financing, and private equity-related investments. The firm provides tech lending, equipment financing, life sciences, warehouse lending, and sponsor finance sources. The firm is industry agnostic and invest",False,,,,,,,,,0
TRVI,"Trevi Therapeutics, Inc.",NGM,1411.8,194.9,10.5,14.39,4.85,11.01,128.2,United States,https://www.trevitherapeutics.com,"Trevi Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of investigational therapy for the treatment of chronic cough in patients with idiopathic pulmonary fibrosis (IPF) and non-IPF interstitial lung disease, and refractory chronic coug",False,,,,,,,,,0
TSHA,"Taysha Gene Therapies, Inc.",NASDAQ,1229.9,297.3,22.2,6.02,1.05,4.49,273.9,United States,https://www.tayshagtx.com,"Taysha Gene Therapies, Inc., a clinical-stage biotechnology company, focuses on developing and commercializing adeno-associated virus-based gene therapies for the treatment of monogenic diseases of the central nervous system. It primarily develops TSHA-120 for the treatment of giant axonal neuropath",False,CNS,Rett Syndrome,Gene Therapy / Gene Editing,TSHA-102,Phase 3,,,,3
TVTX,"Travere Therapeutics, Inc.",NGM,2564.3,322.8,0.0,42.13,12.91,27.8,92.2,United States,https://travere.com,"Travere Therapeutics, Inc., a biopharmaceutical company, identifies, develops, and delivers therapies to people living with rare kidney and metabolic diseases in the United States. The company's products include FILSPARI (sparsentan), a once-daily, oral medication designed to target two critical pat",False,Other,Homocystinuria,Small Molecule,Pegtibatinase,Phase 3,,,,17
TYRA,"Tyra Biosciences, Inc.",NASDAQ,1951.1,256.0,23.0,36.96,6.42,36.22,53.9,United States,https://tyra.bio,"Tyra Biosciences, Inc., a clinical-stage biotechnology company, develops precision medicines for fibroblast growth factor receptor (FGFR) biology in the United States. The company offers SNÅP, a precision medicine platform that enables drug design through iterative molecular snapshots to predict gen",False,Other,Achondroplasia,Small Molecule,TYRA-300 0.125 mg/kg,Phase 2,,,,7
UCTT,"Ultra Clean Holdings, Inc.",NASDAQ,2500.6,311.8,0.0,73.8,16.66,54.97,45.5,United States,https://www.uct.com,"Ultra Clean Holdings, Inc. develops and supplies critical subsystems, components and parts, and cleaning and analytical services for the semiconductor industry in the United States and internationally. The company offers outsourced solutions for the development, design, component sourcing and cleani",False,,,,,,,,,0
URGN,UroGen Pharma Ltd.,NGM,897.7,120.5,40.3,30.0,3.42,18.44,48.7,United States,https://www.urogen.com,"UroGen Pharma Ltd., a biotechnology company, engages in the development and commercialization of solutions for urothelial and specialty cancers. It offers RTGel, a novel proprietary polymeric biocompatible, reverse thermal gelation hydrogel technology; Mitomycin a generic drug used off-label as an a",False,Oncology,Bladder Cancer; Urothelial Carcinoma; Urothelial Carcinoma B,Small Molecule,UGN-103,Phase 3,,,,13
UTHR,United Therapeutics Corporation,NASDAQ,23496.9,2920.3,0.0,548.12,266.98,536.12,43.8,United States,https://www.unither.com,"United Therapeutics Corporation engages in the development and commercialization of products to address the unmet medical needs of patients with chronic and life-threatening diseases in the United States and internationally. It offers Tyvaso DPI, an inhaled dry powder via pre-filled and single-use c",False,,,,,,,,,0
VCEL,Vericel Corporation,NGM,1651.6,137.5,0.0,48.75,29.24,32.53,50.8,United States,https://www.vcel.com,"Vericel Corporation, a commercial-stage biopharmaceutical company, engages in the research, development, manufacture, and distribution of cellular therapies and specialty biologic products for sports medicine and severe burn care markets in North America. The company markets autologous cell therapy ",False,Other,Critical Limb Ischemia,Monoclonal Ab (mAb),Ixmyelocel-T,Phase 3,,,,13
VERA,"Vera Therapeutics, Inc.",NGM,2851.4,714.6,66.0,56.05,18.53,39.96,71.4,United States,https://veratx.com,"Vera Therapeutics, Inc., a clinical stage biotechnology company, focuses on the development and commercialization of transformative treatments for patients with immunological diseases. The company offers atacicept, a fully humanized TACI-Fc fusion protein that binds B-cell activating factor (BAFF) a",False,Other,IgA Nephropathy; Berger Disease,Monoclonal Ab (mAb),Atacicept,Phase 3,,,,5
VIR,"Vir Biotechnology, Inc.",NASDAQ,1479.9,467.0,96.7,10.94,4.16,9.26,159.8,United States,https://www.vir.bio,"Vir Biotechnology, Inc., a clinical-stage biopharmaceutical company, discovers and develops therapeutic products to treat and prevent serious infectious diseases in the United States and internationally. Its clinical development pipeline consists of product investigational therapies targeting hepati",False,Infectious Disease,Covid19,Monoclonal Ab (mAb),VIR-7831 (sotrovimab),Phase 3,,,,29
VKTX,"Viking Therapeutics, Inc.",NASDAQ,4117.2,705.7,89.6,43.15,18.92,35.63,115.6,United States,https://www.vikingtherapeutics.com,"Viking Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the development of novel therapies for metabolic and endocrine disorders. Its lead drug candidate is VK2809, an orally available tissue and receptor-subtype selective agonist of the thyroid hormone receptor beta (TRß),",False,Other,Weight Loss,Small Molecule,VK2735,Phase 3,,,,9
VNDA,Vanda Pharmaceuticals Inc.,NGM,520.7,263.8,30.5,9.94,3.81,8.81,59.1,United States,https://www.vandapharma.com,"Vanda Pharmaceuticals Inc., a biopharmaceutical company, focuses on the development and commercialization of therapies to address high unmet medical needs worldwide. The company's commercial portfolio includes Fanapt for the acute treatment of manic or mixed episodes associated with bipolar I disord",False,,,,,,,,,0
VOR,Vor Biopharma Inc.,NASDAQ,560.9,170.5,44.4,65.8,2.62,13.51,41.5,United States,https://www.vorbio.com,"Vor Biopharma Inc. operates as a clinical-stage cell and genome engineering company. The company offers the Vor Bio platform, a technology platform for the treatment of acute myeloid leukemia (AML) and other blood cancers. It develops tremtelectogene empogeditemcel (trem-cel), a genome-edited hemato",False,,,,,,,,,0
VRTX,Vertex Pharmaceuticals Incorporated,NASDAQ,119228.4,6608.1,0.0,517.2,362.5,469.34,254.0,United States,https://www.vrtx.com,"Vertex Pharmaceuticals Incorporated operates as a biotechnology company in the United States, Europe, and internationally. The company offers transformative medicines for people with serious diseases with a focus on specialty markets, such as cystic fibrosis (CF), sickle cell disease (SCD), transfus",False,Rare Disease,Cystic Fibrosis,Small Molecule,VX-121/TEZ/D-IVA,Phase 3,,,,50
VTVT,vTv Therapeutics Inc.,NASDAQ,131.1,88.9,5.2,44.0,14.0,33.28,3.9,United States,https://vtvtherapeutics.com,"vTv Therapeutics Inc., a late-stage biopharmaceutical company, focuses on developing oral small molecule drug candidates intended to treat people living with diabetes and other chronic diseases. Its lead drug candidate is cadisegliatin (TTP399), an orally administered small molecule and liver-select",False,,,,,,,,,0
VYGR,"Voyager Therapeutics, Inc.",NASDAQ,265.5,196.4,30.7,5.55,2.65,4.46,59.6,United States,https://www.voyagertherapeutics.com,"Voyager Therapeutics, Inc., a biotechnology company, focuses on the human genetics for the cure of neurological diseases. Its product pipeline includes VY1706, a tau silencing gene therapy and VY7523, an anti-tau antibody program for the treatment of alzheimer's disease. The company also provides re",False,CNS,Parkinson's Disease,Monoclonal Ab (mAb),VY-AADC01,Phase 1,,,,1
XBIT,XBiotech Inc.,NASDAQ,70.4,147.4,5.1,3.62,2.09,2.31,30.5,United States,https://www.xbiotech.com,"XBiotech Inc., a biopharmaceutical company, discovers, develops, and commercializes true human monoclonal antibodies for treating various diseases. It develops a pipeline of product candidates targeting inflammatory and infectious diseases. The company is also developing interleukin-1 alpha therapie",False,Other,Staphylococcus Aureus Bacteremia,Monoclonal Ab (mAb),514G3 (2 mg/kg) plus standard IV antibiotic treatment,Phase 2,,,,4
XENE,Xenon Pharmaceuticals Inc.,NGM,4594.6,548.9,76.6,63.95,26.74,55.23,83.2,Canada,https://www.xenon-pharma.com,"Xenon Pharmaceuticals Inc., a neuroscience-focused biopharmaceutical company, engages in the discovery, development, and delivery of therapeutics to treat patients with neurological and psychiatric disorders. Its product candidates include Azetukalner, a novel, potent Kv7 potassium channel opener wh",True,CNS,Focal Epilepsy; Tonic-Clonic Seizures,Small Molecule,XEN1101,Phase 3,,,,21
XFOR,"X4 Pharmaceuticals, Inc.",NASDAQ,322.6,122.2,28.9,10.17,1.35,3.69,87.4,United States,https://www.x4pharma.com,"X4 Pharmaceuticals, Inc., a biopharmaceutical company, focuses on the research, development, and commercialization of novel therapeutics for the treatment of rare diseases of the immune system. It offers XOLREMDI, an orally bioavailable selective antagonist of chemokine receptor C-X-C chemokine rece",False,,,,,,,,,0
XNCR,"Xencor, Inc.",NGM,880.1,547.7,41.3,18.69,6.92,12.0,73.3,United States,https://www.xencor.com,"Xencor, Inc., a clinical-stage biopharmaceutical company, focuses on the discovery and development of engineered antibodies for the treatment of cancer and autoimmune diseases. The company provides Ultomiris to treat patients with atypical hemolytic uremic syndrome, generalized myasthenia gravis, an",False,Immunology,Ulcerative Colitis (UC),Monoclonal Ab (mAb),XmAb942,Phase 2,,,,22
ZLAB,Zai Lab Limited,NGM,2032.5,689.6,29.0,44.34,15.96,18.37,110.6,China,https://www.zailaboratory.com,"Zai Lab Limited, a biopharmaceutical company, focuses on discovering, developing, and commercializing products that address medical conditions in the areas of oncology, immunology, neuroscience, and infectious diseases. Its commercial products include Zejula, an orally administered poly (ADP-ribose)",True,,,,,,,,,0
ZNTL,"Zentalis Pharmaceuticals, Inc.",NGM,175.5,280.7,30.8,3.95,1.01,2.71,64.8,United States,https://zentalis.com,"Zentalis Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on discovering and developing small molecule therapeutics for the treatment of various cancers in the United States. The company develops azenosertib, which is in a Phase 3 clinical trial for the treatment of ovarian",False,Oncology,Ovarian Cancer; Platinum-resistant Ovarian Cancer; Primary P,Small Molecule,ZN-c3,Phase 2,,,,8
ZYME,Zymeworks Inc.,NASDAQ,1700.0,228.8,20.8,28.49,9.03,22.88,73.7,United States,https://www.zymeworks.com,"Zymeworks Inc., a biotechnology company, develops biotherapeutics for the treatment of cancer, inflammation, and autoimmune diseases. The company's platforms include Azymetric multispecific antibody platform; Drug Conjugate platform that includes a suite of proprietary cytotoxins comprising topoisom",False,Oncology,Biliary Tract Neoplasms,Small Molecule,Futibatinib,Phase 3,,,,6
